Driver,LapTime_first_year,LapTime_latter_year
NOR,80.3400909090909,84.54312121212122
NOR,90.50846376811594,76.32530303030303
NOR,87.58023529411764,84.65811320754717
NOR,109.7893,109.23942
NOR,86.34752857142857,85.35922535211267
NOR,99.22678,94.85802083333334
NOR,84.88695714285714,75.63220833333334
NOR,78.43897142857143,88.59928358208956
NOR,114.18565909090908,109.2475
NOR,124.8445,99.38708000000001
NOR,90.46393103448277,89.5395
NOR,109.56542857142858,77.35696153846153
NOR,102.60676363636364,97.42456140350878
NOR,84.059,81.73187142857142
NOR,93.78873684210525,94.52207142857142
NOR,95.28088461538461,105.54921739130435
NOR,97.42456140350878,99.98400000000001
NOR,91.7611724137931,90.46393103448277
NOR,107.3623396226415,102.3587857142857
NOR,80.86220833333333,84.88695714285714
NOR,84.93302857142857,85.08175714285714
NOR,76.8693661971831,80.86220833333333
NOR,86.48874285714287,84.60521428571428
NOR,100.15840740740741,100.85928571428572
NOR,119.79726415094339,101.91670491803278
NOR,112.51954901960785,109.7893
NOR,100.18494339622642,102.9082641509434
NOR,91.26569354838709,88.29873015873015
NOR,93.41061403508772,91.7611724137931
NOR,102.87405357142858,107.3623396226415
